stacks section,TITLE,AUTHOR,PUBLISHER,Year,EDITION,CUSTOM BINDING (Y/N),NOTES
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. XIV",Chez M. Noirot and Chez Anselin,Chez Paul Renouard,1832,,Y,Ephemera 
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. XVIII",Chez M. Noirot and Chez Anselin,Chez Paul Renouard,1834,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. XIX",Chez M. Noirot and Chez Anselin,Chez Paul Renouard,1835,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. XV",Chez M. Noirot and Chez Anselin,Chez Paul Renouard,1833,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. XVII",Chez M. Noirot and Chez Anselin,Chez Paul Renouard,1834,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. IX",Chez M. Roland and Chez Anselin,?,1830,,Y,"Ephemera, including two tickets to a 1992 FSU School of Theater Production of ""The Taming of the Shrew"""
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. X",Chez M. Roland and Chez Anselin,?,1830,,Y,Ephemera  
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. XI",Chez M. Noirot and Chez Anselin,D'Everat,1831,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. II",Louis Adolphe Thiers,Chatto and Windus,1893,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. III",Louis Adolphe Thiers,Chatto and Windus,1893,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. XXI",Chez M. Noirot and Chez Anselin,Bourgogne and Martinet,1836,,Y,
"Row 2, Section 4 (Right)",Fortificato de Paris : Pieces Inedites Dictres par C'Empereur,General Pelet?,???,1840?,,?,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. I",Louis Adolphe Thiers,Chatto and Windus,1893,,Y,
"Row 2, Section 4 (Right)","L'eglise Romaine et Le Premier Empire: 1800-1814, Vol. IV",M. Le Comte D'Haussonville,Michel Levy Freres,1869,,Y,
"Row 2, Section 4 (Right)",Madame Bonaparte (1796-1804),Frederic Masson,Paul Ollendorff,1920,Second,Y,
"Row 2, Section 4 (Right)","Memoires du General Bon Thiebault (1806-1813), Vol. IV",Fernand Calmettes,"E. Plon, Nourrit et Cie",1895,,Y,
"Row 2, Section 4 (Right)","Memoires du General Bon Thiebault (1799-1806), Vol. III",Fernand Calmettes,"E. Plon, Nourrit et Cie",1894,,Y,
"Row 2, Section 4 (Right)","Josephine, Imperatrice et Reine (1804-1809), Vol. III",Frederic Masson,Albin Michel,1919?,,Y,
"Row 2, Section 4 (Right)","L'eglise Romaine et Le Premier Empire: 1800-1814, Vol. II",M. Le Comte D'Haussonville,Michel Levy Freres,1868,,Y,
"Row 2, Section 4 (Right)","L'eglise Romaine et Le Premier Empire: 1800-1814, Vol. III",M. Le Comte D'Haussonville,Michel Levy Freres,1869,Second,Y,
"Row 2, Section 4 (Right)","L'eglise Romaine et Le Premier Empire: 1800-1814, Vol. I",M. Le Comte D'Haussonville,Michel Levy Freres,1868,,Y,
"Row 2, Section 4 (Right)","Josephine de Beauharnais: 1763-1796, Vol. I",Frederic Masson,Paul Ollendorff,1899,Ninth,Y,
"Row 2, Section 4 (Right)","Memoires du General Bon Thiebault (1795-1799), Vol. II",Fernand Calmettes,"E. Plon, Nourrit et Cie",1894,Seventh,Y,
"Row 2, Section 4 (Right)","Memoires du General Bon Thiebault (1769-1795), Vol. I",Fernand Calmettes,"E. Plon, Nourrit et Cie",1893,Third,Y,
"Row 2, Section 4 (Right)","Memoires du General Bon Thiebault (1813-1820), Vol. V",Fernand Calmettes,"E. Plon, Nourrit et Cie",1895,,Y,
"Row 2, Section 4 (Right)",Cavaliers de Napoleon,Frederic Masson,Albin Michel,?,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. II",Chez M. Mareschal and Chez Anselin,J. Tastu,1827,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. VIII",Chez Roland and Chez Anselin,?,1830,,Y,
"Row 2, Section 4 (Right)",Le Roi de Rome,Baron Jean Thiry,Berger-Levrault,1968,,Y,
"Row 2, Section 4 (Right)",Les Debuts de la Seconde Restauration,Baron Jean Thiry,Berger-Levrault,1947,,Y,
"Row 2, Section 4 (Right)",La Guerre de Espagne,Baron Jean Thiry,Berger-Levrault,1965,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. I",Chez Anselin,Chez Paul Renouard,1826,,Y,Note inside cover
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. V",Chez M. Mareschal and Chez Anselin,J. Tastu,1828,,Y,Ephemera
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. VII  ",Chez M. Roland and Chez Anselin,?,1829,,Y,
"Row 2, Section 4 (Right)",Le Tribunal Revolutionnaire (1793-1795),G. Lenotre,Perrin et Cie,1924,,Y,
"Row 2, Section 4 (Right)",La Religion,L. De Lanzac de Laborie,"E. Plon, Nourrit et Cie",1907,Second,Y,
"Row 2, Section 4 (Right)",Les Annees de Jeunesse de Napoleon Bonaparte (1769-1796),Baron Jean Thiry,Berger-Levrault,1975,,Y,
"Row 2, Section 4 (Right)",L'Aube du Consulat,Baron Jean Thiry,Berger-Levrault,1948,,Y,
"Row 2, Section 4 (Right)",L'Avenement de Napoleon,Baron Jean Thiry,Berger-Levrault,1959,,Y,
"Row 2, Section 4 (Right)",Le Coup D'Etat Du 18 Brumaire,Baron Jean Thiry,Berger-Levrault,1947,,Y,
"Row 2, Section 4 (Right)",Le Concordat et la Consulat a Vie,Baron Jean Thiry,Berger-Levrault,1956,,Y,
"Row 2, Section 4 (Right)",Marengo,Baron Jean Thiry,Berger-Levrault,1949,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. IV",Chez M. Mareschal and Chez Anselin,J. Tastu,1827,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. VI",Chez M. Mareschal and Chez Anselin,J. Tastu,1829,,Y,
"Row 2, Section 4 (Right)","La Specateur Militaire: Recueil de Science, D'Art et D'Histoirie Militaires, Vol. III",Chez M. Mareschal and Chez Anselin,J. Tastu,1827,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. XII",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","Itineraire de Buonaparte de L'Ile D'Elbe a Li'Ile Saint-Helen, Vol. II",Fabry,Le Normant,1817,Second,Y,
"Row 2, Section 4 (Right)",Massena Memoires Atlas,Collection,Collection,Collection,,?,"Book spine bound with a tie, inside is a collection of documents"
"Row 2, Section 4 (Right)","Memoires D'Andre Massena: Duc de Rivoli Prince D'Essling, Vol. VII",General Koch,Chez Jean de Bonnot,1967,,?,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. VI",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. V  ",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. X",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. XI",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)",Rome Asile des Bonaparte,F. Charles-Roux,Hachette,1952,,Y,
"Row 2, Section 4 (Right)",La Reine d'Etrurie,Prince Sixte de Bourbon,Calmann-Levy,1925,,Y,
"Row 2, Section 4 (Right)","Itineraire de Buonaparte de L'Ile D'Elbe a Li'Ile Saint-Helen, Vol. I",Fabry,Le Normant,1817,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. VII",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. VIII",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. IX",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","The Consulate and Empire of France, Vol. IV",Louis Adolphe Thiers,Chatto and Windus,1894,,Y,
"Row 2, Section 4 (Right)","The Dispatches of Field Marshal the Duke of Wellington, Vol. V",Lieut. Colonel Gurwood,"John Murray, Albemarle Street",1838,,Y,Ephemera
"Row 2, Section 4 (Right)","The Dispatches of Field Marshal the Duke of Wellington, Vol. VI",Lieut. Colonel Gurwood,"John Murray, Albemarle Street",1838,,Y,Loose spine
"Row 2, Section 4 (Right)","The Dispatches of Field Marshal the Duke of Wellington, Vol. III",Lieut. Colonel Gurwood,"John Murray, Albemarle Street",1837,,Y,Fake note from Wellington
"Row 2, Section 4 (Right)","The Dispatches of Field Marshal the Duke of Wellington, Vol. II  ",Lieut. Colonel Gurwood,"John Murray, Albemarle Street",1837,,Y,Fake note from Wellington
"Row 2, Section 4 (Right)","The Dispatches of Field Marshal the Duke of Wellington, Vol. IV",Lieut. Colonel Gurwood,"John Murray, Albemarle Street",1837,,Y,Fake note from Wellington
"Row 2, Section 4 (Right)","The Dispatches of Field Marshal the Duke of Wellington, Vol. I",Lieut. Colonel Gurwood,"John Murray, Albemarle Street",1837,,Y,Fake note from Wellington
"Row 2, Section 4 (Right)","Historia Politica e Militar de Portugal, Vol. II",Jose Maria Latino Coelho,Lisboa Imprensa Nacional,1885,,Y,
"Row 2, Section 4 (Right)","Historia Politica e Militar de Portugal, Vol. III",Jose Maria Latino Coelho,Lisboa Imprensa Nacional,1891,,Y,
"Row 2, Section 4 (Right)",Estudo Historico Relacoes Diplomaticas e Politicas Entre a Franca e Portugal,B.T. de Moraes Leite Velho,Lisboa Imprensa Nacional,1896,,Y,
"Row 2, Section 4 (Right)","L'Espagne et Napoleon (1804-1809), Vol. I",Geoffroy de Grandmaison,"E. Plon, Nourrit et Cie",1908,,Y,
"Row 2, Section 4 (Right)","L'Espagne et Napoleon (1809-1811), Vol. II",Geoffroy de Grandmaison,"E. Plon, Nourrit et Cie",1925,,Y,
"Row 2, Section 4 (Right)","L'Espagne et Napoleon (1812-1814), Vol. III",Geoffroy de Grandmaison,"E. Plon, Nourrit et Cie",1931,,Y,
"Row 2, section 5","Memoires de Madame la Duchesse D'Abrantes, ou Souvenirs Historiques sur Napoleon",,"Chez Ladvocat, Libraire",1833,Volume 7,N,
"Row 2, section 5","Memoires de Madame la Duchesse D'Abrantes, ou Souvenirs Historiques sur Napoleon",,"Chez Ladvocat, Libraire",1833,Volume 11,N,
"Row 2, section 5","Memoires de Madame la Duchesse D'Abrantes, ou Souvenirs Historiques sur Napoleon",,"Chez Ladvocat, Libraire",1835,Volume 18,N,
"Row 2, section 5","Memoires Pour Servir A L'Histoire de France, Sous Napoleon",,"Firmir Didot, Pere et Fils, Libraires",1923,Volume 1,N,
"Row 2, section 5","Memoires Pour Servir A L'Histoire de France, Sous Napoleon",,"Firmir Didot, Pere et Fils, Libraires",1923,Volume 2,N,
"Row 2, section 5","Memoires Pour Servir A L'Histoire de France, Sous Napoleon",,"Firmir Didot, Pere et Fils, Libraires",1923,Volume 3,N,
"Row 2, section 5","Memoires Pour Servir A L'Histoire de France, Sous Napoleon",,"Firmir Didot, Pere et Fils, Libraires",1924,Volume 4,N,
"Row 2, section 5","Memoires Pour Servir A L'Histoire de France, Sous Napoleon",,"Firmir Didot, Pere et Fils, Libraires",1923,Volume 5,N,
"Row 2, section 5","Memoires Pour Servir A L'Histoire de France, Sous Napoleon",,"Firmir Didot, Pere et Fils, Libraires",1925,Volume 6,N,
"Row 2, section 5",Les Indiscretions de l'Histoire ,Docteur Cabanes,La Librairie Mondiale,1907,Volume 1,Y,
"Row 2, section 5",Les Indiscretions de l'Histoire ,Docteur Cabanes,La Librairie Mondiale,1907,Volume 2,Y,
"Row 2, section 5",Les Indiscretions de l'Histoire ,Docteur Cabanes,La Librairie Mondiale,1907,Volume 3,Y,
"Row 2, section 5",Les Indiscretions de l'Histoire ,Docteur Cabanes,La Librairie Mondiale,1907,Volume 4,Y,
"Row 2, section 5",Les Indiscretions de l'Histoire ,Docteur Cabanes,La Librairie Mondiale,1907,Volume 5,Y,
"Row 2, section 5",Les Indiscretions de l'Histoire ,Docteur Cabanes,La Librairie Mondiale,1907,Volume 6,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1831,Volume 1 ,Y,front cover coming off
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1831,Volume 3,Y,front cover coming off
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1831,Volume 4,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1831,Volume 5,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1831,Volume 6,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1835,Volume 17,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1831,Volume 8,Y,front cover coming off 
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1831,Volume 2,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'Abrantes,,"Chez Ladvocat, Libraire",1833,Volume 10,Y,
"Row 2, section 5",Histoire de L'Assemblee Constituante,P.J.B. Buchez,J. Hetzel,1846,10th Edition. Volume 3,Y,
"Row 2, section 5",Histoire de L'Assemblee Constituante,P.J.B. Buchez,J. Hetzel,1846,10th Edition. Volume 4,Y,
"Row 2, section 5",Histoire de L'Assemblee Constituante,P.J.B. Buchez,J. Hetzel,1846,10th Edition. Volume 5,Y,
"Row 2, section 5",Histoire de L'Assemblee Constituante,P.J.B. Buchez,J. Hetzel,1846,10th Edition. Volume 2,Y,
"Row 2, section 5",Histoire de L'Assemblee Constituante,P.J.B. Buchez,J. Hetzel,1846,10th Edition. Volume 1,Y,
"Row 2, section 5",The Historical and Secret Memoires of the Empress Josaphine,Mdlle. M. A. Le Normand,H. S. Nichols ,1895,Volume 1,,
"Row 2, section 5",The Historical and Secret Memoires of the Empress Josaphine,Mdlle. M. A. Le Normand,H. S. Nichols ,1895,Volume 1,,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 6,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 7,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 3,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 4,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 1,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1855,Volume 2,Y,spine fallign apart
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 10,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 5,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1854,Volume 8,Y,
"Row 2, section 5",Memoires et Correspondence Politique et Militaire du Roi Joseph ,A. du Casse,Perrotin Libraire-Editeur,1855,Volume 9,Y,
"Row 2, section 5",Smolensk Les Origines L'epopee de Smolensk en 1812,Baron de Baye,Librairie academique Perrin,1912,,Y,ephemera inside
"Row 2, section 5",Des Principales Operations de la Campagne 1813,,,,,,ephemera inside
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 2,Y,Spine falling apart 
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 1,Y,
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 5,Y,
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 4,Y,
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 3,Y,
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 6,Y,
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 7,Y,
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 9,Y,
"Row 2, section 5",Memoires du Marechal Duc de Raguse,,Perrotin,1857,Volume 8,Y,
"Row 2, section 5",Napoleon et Son Fils,Frederic Masson,Societe D'Editions Litteraires et Artistiques,1904,Volume 7,Y,spine falling apart 
"Row 2, section 5",Correspondence du Marechal Davout Prince D'Eckmuhl,Ch. De Mazade,Librairie Plon,1885,Volume 1,Y,
"Row 2, section 5",Correspondence du Marechal Davout Prince D'Eckmuhl,Ch. De Mazade,Librairie Plon,1885,Volume 2,Y,
"Row 2, section 5",Correspondence du Marechal Davout Prince D'Eckmuhl,Ch. De Mazade,Librairie Plon,1885,Volume 3,Y,
"Row 2, section 5",Correspondence du Marechal Davout Prince D'Eckmuhl,Ch. De Mazade,Librairie Plon,1885,Volume 4,Y,
"Row 2, section 5",Davout Marechal D'Empire,Le Comte Vigier,Paul Ollendorff,1898,Volume 1,Y,
"Row 2, section 5",Des Principales Operations de la Campagne 1813,,,,,Y,
"Row 2, section 5",Recreil sur les Reconnaissances Militaires,J. Correard,,1845,,Y,
"Row 2, section 5",La Guerre Napoleonienne Les Systemes D'Operations,Camon,Librairie Militaire R. Chapelot,1907,,Y,
"Row 2, section 5",La Guerre Napoleonienne Les Batailles,Camon,Librairie Militaire R. Chapelot,1910,,Y,
"Row 2, section 5",La Guerre Napoleonienne Precis Des Campagnes,Camon,Berger-Levrault,1925,Volume 1,Y,
"Row 2, section 5",Memoires sur Les Guerres de 1809 en Allemagne,,"Roret, Libraire rue Hautefeuille",1824,Volume 2,Y,
"Row 2, section 5",Memoires sur Les Guerres de 1809 en Allemagne,,"Roret, Libraire rue Hautefeuille",1824,Volume 3,Y,
"Row 2, section 5",Memoires sur Les Guerres de 1809 en Allemagne,,"Roret, Libraire rue Hautefeuille",1824,Volume 4,Y,
"Row 2, section 5",Memoires sur Les Guerres de 1809 en Allemagne,,"Roret, Libraire rue Hautefeuille",1824,Volume 1,Y,
"Row 2, section 5",Bataille de la Moskwa 1812,Pelet,,,,,
"Row 2, section 5",Campagne de L'empereur Napoleon en Espagne,Balagny,Berger-Levrault,1903,Volume 3,Y,
"Row 2, section 5",Campagne de L'empereur Napoleon en Espagne,Balagny,Berger-Levrault,1903,Volume 4,Y,
"Row 2, section 5",Campagne de L'empereur Napoleon en Espagne,Balagny,Berger-Levrault,1903,Volume 1,Y,
"Row 2, section 5",Campagne de L'empereur ,Balagny,,,,,
"Row 2, section 5",Campagne de L'empereur ,Balagny,,,,,
"Row 2, section 5",Ordres et Apostilles de Napoleon,Arthur Chuquet,Librairie Ancienne Honore Champion,1911,Volume 2,Y,
"Row 2, section 5",Ordres et Apostilles de Napoleon,Arthur Chuquet,Librairie Ancienne Honore Champion,1911,Volume 3,Y,
"Row 2, section 5",Ordres et Apostilles de Napoleon,Arthur Chuquet,Librairie Ancienne Honore Champion,1911,Volume 4,Y,
"Row 2, section 5",Principles de la Strategie,,Chez Magimel,1818,Volume 1 ,Y,
"Row 2, section 5",Principles de la Strategie,,Chez Magimel,1818,Volume 2,Y,
"Row 2, section 5",Principles de la Strategie,,Chez Magimel,1818,Volume 3,Y,
"Row 2, section 5",The French Revolution A History ,Thomas Carlyle,Thomas Y. Crowell & Company,,Volume 2,Y,
"Row 2, section 5",The Fall of Napoleon: A Historical Memoir ,"Lieut- Col. J. Mitchell, H.P.",G. W. Nickisson,1845,Volume 3,Y,
"Row 2, section 5",The French Revolution A History ,Thomas Carlyle,Thomas Y. Crowell & Company,,Volume 2,Y,
"Row 2, section 5",The Fall of Napoleon An Historical Memoir ,J. Mitchell H.P. ,G. W. Nickisson,1845,Volume 3,Y,
"Row 2, section 5",The Private Journal of F. Seymour Larpent,Sir George Larpent ,Richard Bentley ,1853,Volume 2. Edition 2,Y,
"Row 2, section 5",The Private Journal of F. Seymour Larpent,Sir George Larpent ,Richard Bentley ,1853,Volume 1. Edition 2,Y,
"Row 2, section 5",The Fall of Napoleon: A Historical Memoir ,"Lieut- Col. J. Mitchell, H.P.",G. W. Nickisson,1845,Volume 2,Y,
"Row 2, section 5",The Fall of Napoleon: A Historical Memoir ,"Lieut- Col. J. Mitchell, H.P.",G. W. Nickisson,1845,Volume 1,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1859,Volume 3,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1859,Volume 2,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1859,Volume 1,Y,
"Row 2, section 5",Code Napoleon Explique,J.A. Rogron,"Henri Plon, Impripeur Editeur",1859,"16th edition, Volume 2",Y,
"Row 2, section 5",Code Napoleon Explique,J.A. Rogron,"Henri Plon, Impripeur Editeur",1859,"16th edition, Volume 1",Y,
"Row 2, section 5",Le Roman Inconnu de la Duchesse D'Abrantes,Robert Chantemesse,Librairie Plon,1927,,Y,
"Row 2, section 5",Description de Tombeau de L'empereur ,J. Chautard,"Depot Central, Ledoyen ",1853,Second Edition,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'abrantes ou Souvenirs Historiques sur Napoleon,,Librairie de L. Mame,1834,Volume 16,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'abrantes ou Souvenirs Historiques sur Napoleon,,Librairie de L. Mame,1833,Volume 9,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'abrantes ou Souvenirs Historiques sur Napoleon,,Librairie de L. Mame,1833,Volume 12,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'abrantes ou Souvenirs Historiques sur Napoleon,,Librairie de L. Mame,1834,Volume 13,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'abrantes ou Souvenirs Historiques sur Napoleon,,Librairie de L. Mame,1834,Volume 14,Y,
"Row 2, section 5",Memoires de Madame la Duchesse D'abrantes ou Souvenirs Historiques sur Napoleon,,Librairie de L. Mame,1834,Volume 15,Y,
"Row 2, section 5",Les Batailles de Fleurus & de Mont Saint-Jean,Delort,,,,,
"Row 2, section 5",The Life of Napoleon Buonaparte ,The Author of Waverley,Cadell & Co. Edinburgh,1827,"Volume 1, Second edition",Y,detached cover
"Row 2, section 5",The French Revolution A History ,Thomas Carlyle,Thomas Y. Cromwell & Company ,,Volume 1,Y,includes clippings of a 1922 Chicago Sunday Tribune
"Row 2, section 5",Documens Historiques et Reflexions Sur le Gouvernement de la Hollande,Louis Bonaparte,Imprimerie de Fain,1820,Volume 1,Y,
"Row 2, section 5",Documens Historiques et Reflexions Sur le Gouvernement de la Hollande,Louis Bonaparte,Imprimerie de Fain,1820,Volume 2,Y,
"Row 2, section 5",Documens Historiques et Reflexions Sur le Gouvernement de la Hollande,Louis Bonaparte,Imprimerie de Fain,1820,Volume 3,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1860,Volume 6,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1861,Volume 8,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1861,Volume 9,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1861,Volume 7,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1860,Volume 5,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1860,Volume 4,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1863,Volume 13,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1864,Volume 15,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1863,Volume 14,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1862,Volume 12,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1862,Volume 11,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1862,Volume 10,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1867,Volume 22,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1867,Volume 21,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1866,Volume 20,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1865,Volume 19,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1865,Volume 17,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1865,Volume 18,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1864,Volume 16,Y,
"Row 2, section 5",La Vie du General Dumouriez,,"Hambourg, Chez B. G. Hoffmann",1795,Volume 2,Y,
"Row 2, section 5",La Vie du General Dumouriez,,"Hambourg, Chez B. G. Hoffmann",1795,Volume 1,Y,Front cover detached
"Row 2, section 5",La Vie du General Dumouriez,,"Hambourg, Chez B. G. Hoffmann",1795,Volume 3,Y,
"Row 2, section 5",Journal de ce qui s'est passe a la Tour du Temple Pendant la Captivite de Louis XVI roi de France,,A Societe Catholique des bons Livres,1825,,Y,
