stacks section,TITLE,AUTHOR,PUBLISHER,Year,EDITION,CUSTOM BINDING (Y/N),NOTES
"Row 4, Section 7",The Age of Metternich (1814-1848),Arthur May,Henry Holt and Co.,1933,,N,
"Row 4, Section 7",The Duke of Wellington,J. Walter Buchan,Thomas Nelson and Sons,1914,,,
"Row 4, Section 7","Napoleon, Bulow et Bernadotte (1813)",Jules Duval,Henri Charles Lavauzelle,?,,Y,
"Row 4, Section 7",Rouget de Lisle Inconnu,Maurice de la Fuye et Emilie Gueret,Hachette,1943,,Y,
"Row 4, Section 7","Fouquier-Tinville, L'Accusateur Public",Albert Croquez et Georges Loublie,Rene Julliard,1945,,Y,
"Row 4, Section 7",Le Duc de Lauzun et Les Dernieres Annees de L'Ancien Regime,Gaston Maugras,Plon et Nourrit,?,,N,
"Row 4, Section 7","Napoleon in Exile, Vol. II","Barry E. O'Meara, Esq.",Worthington Co.,1890,,N,
"Row 4, Section 7",Napoleon Devant L'Espagne,J. Lucas-Dubreton,Artheme Fayard,1946,,Y,
"Row 4, Section 7","Napoleon et Son Temps Saint Helene, Vol. I - La Captivite de Napoleon",Octave Aubry,Flammarion,1935,,Y,
"Row 4, Section 7",Napoleon: Lettres a Josephine,Jacques Bourgeat,Guy Le Prat,1941,,Y,
"Row 4, Section 7",Les Beauharnais et L'Empereur,Jean Hanoteau,Plon et Nourrit,1936,,Y,
"Row 4, Section 7",Robespierre L'Incorruptible,Albert Croquez et Georges Loublie,Rene Julliard,1947,,Y,
"Row 4, Section 7",L'Imperatrice Josephine,Jacques Janssens,SPLE,1946,,Y,
"Row 4, Section 7",Napoleon,Jacques Bainville,Artheme Fayard,1931,,Y,
"Row 4, Section 7",Bonaparte Les Annees Obscures 1769-1795,Henry D'Estre,Plon et Nourrit,1942,,Y,
"Row 4, Section 7","Madame de Stael : A Study of Her Life and Times, Vol. I",Abel Stevens,Harper and Brothers,1881,,N,Wrapped in paper cover
"Row 4, Section 7","Napoleon: A Sketch of His Life, Character, Struggles, and Achievements",Thomas E. Watson,The Jeffersonian Publishing Co.,1915,,N,Wrapped in paper cover
"Row 4, Section 7",The Last Days of the Consulate,M. L. Lalanne,"Sampson Low, Marston, Searle and Rivington",1885,,N,Wrapped in paper cover
"Row 4, Section 7","Memoirs of Napoleon Bonaparte, Vol. III",Baron C-F de Meneval,P. F. Collier and Son,1910,,N,Wrapped in paper cover with below
"Row 4, Section 7","Memoirs of Napoleon Bonaparte, Vol. I",Baron C-F de Meneval,P. F. Collier and Son,1910,,N,Wrapped in paper cover with above
"Row 4, Section 7","Austria Hungary: With Excursions to Cetinje, Belgrade, and Bucharest",Karl Baedeker,"Karl Baedeker, T. Fisher Unwin, and Charles Scribner's Sons",1911,,N,"Wrapped in paper cover, very fragile"
"Row 4, Section 7",Pierre Vergniaud: Voice of the French Revolution,Claude G. Bowers,The Macmillan Company,1950,,N,
"Row 4, Section 7",Loano 1795: Tra Francia e Italia Dall'Ancien Regime Ai Tempi Nuovi,Josepha Costa Restagno,Bordighera,1998,,N,
"Row 4, Section 7",Betsy and the Emperor,Staton Rabin,Margaret K. McElderry Books,2004,,N,Letter from Simon and Schuster
"Row 4, Section 7",Napoleon is Dead in Russia,Guido Artom,Atheneum,1970,,N,
"Row 4, Section 7",The Napoleonic Wars ,Gunther Rothenberg,Cassell,1999,,N,
"Row 4, Section 7",Josephine: Napoleon's Incomparable Empress,Eleanor P. Delorme,Harry N. Abrams Publishing,2002,,N,
"Row 4, Section 7",Talleyrand  ,Jean Orieux,Flammarion,1970,,N,
"Row 4, Section 7",Des Konigs Deutiche Legion 1803 bis 1806,V. Frobel?,Ernit Siegfried,1905,,N,
"Row 4, Section 7",Column and Line in the Peninsular War,C. W. C. Oman,"Henry Frowde, Oxford University Press",?,,N,
"Row 4, Section 7","Eleventh Annual Report and Review of the Historical Association, Lisbon Branch",Historical Association,Rua Luis Fernandes,1950-1953,,N,
"Row 4, Section 7",Galeria dos Prelados de Evora,J. Alcantara Guerreiro,Evora,1971,,N,
"Row 4, Section 7",Couronne Poetique du General Foy,J. D. Magalon,Chaumerot,1826,,Y,
"Row 4, Section 7",The French Revolution and Napoleon  ,Leo Gershoy,Appleton-Century-Crofts,1961,,N,
"Row 4, Section 7",France on the Eve of the Revolution,John Lough,The Dorsey Press,1987,,N,
"Row 4, Section 7","France Under Louis XV, Vol. II",James Breck Perkins,"Houghton, Mifflin, and Co.",1897,,N,
"Row 4, Section 7",The Story of Napoleon's Death Mask,G. L. de St. M. Watson,John Lane Company,1950,,N,
"Row 4, Section 7",Beaumarchais: Adventurer in the Century of Women,Paul Frischauer,Kennikat Press,1935,,N,
"Row 4, Section 7",Napoleon's German Allies 4: Bavaria,Otto Von Pivka ,Osprey Publishing,1980,,N,
"Row 4, Section 7",Spanish Armies of the Napoleonic Wars,Otto Von Pivka ,Osprey Publishing,1975,,N,
"Row 4, Section 7",Napoleon's German Allies 5: Hesse,Otto Von Pivka ,Osprey Publishing,1982,,N,
"Row 4, Section 7",Napoleon's Guard Infantry (I) ,Philip Haythornwhite,Osprey Publishing,1984,,N,
"Row 4, Section 7",Napoleon's Line Chasseurs,Emir Bukhari,Osprey Publishing,1977,,N,
"Row 4, Section 7",Napoleon's Hussars,Emir Bukhari,Osprey Publishing,1978,,N,
"Row 4, Section 7",Artillery Equipments of the Napoleonic Wars,Terrence Wise,Osprey Publishing,1979,,N,
"Row 4, Section 7",Napoleon's Light Infantry,Philip Haythornwhite,Osprey Publishing,1983,,N,
"Row 4, Section 7",Napoleon's Cuirassiers and Carabiniers,Emir Bukhari,Osprey Publishing,1977,,N,
"Row 4, Section 7",Napoleon's Guard Infantry (II),Philip Haythornwhite,Osprey Publishing,1985,,N,
"Row 4, Section 7",Napoleon's Guard Calvary,Emir Bukhari,Osprey Publishing,1978,,N,
"Row 4, Section 7",Napoleon's Dragoons and Lancers,Emir Bukhari,Osprey Publishing,1976,,N,
"Row 4, Section 7",Europe in the Age of Napoleon,R. B. Mowat,Robert M. McBride and Co.,?,,N,
"Row 4, Section 7",Le Divroce de Napoleon et de L'Imperatrice Josephine,Louis Gregoire,Letouzey and Ane,1957,,Y,
"Row 4, Section 7",Napoleon's German Allies (3): Saxony 1806-1815,Otto Von Pivka ,Osprey Publishing,1979,,N,
"Row 4, Section 7",LIberty and Terror in England,Roland Bartel,D.C. Heath and Co.,1965,,N,
"Row 4, Section 7",Wellington: A Summary of the Career of the 1st Duke of Wellington and an Account of Apsley House and its Contents,Viscount Montgomery et al.,English Life Publications,1970,,N,
"Row 4, Section 7",Campagne de 1809,C. de Renemont,Henri Charles Lavauzelle,?,,Y,
"Row 4, Section 7",The French Wars 1792-1815,Charles D. Esdaile,Taylor and Francis Group,2001,,N,Letter from publisher
"Row 4, Section 7","1809, O Porto sob a Segunda Invasao Francesa",Arthur de Magalhaes Basto,Empresa Literaria Fluminense,1926,,Y,
"Row 4, Section 7",The Congress of Vienna: An Eyewitness Account,Hilde Spiel,Chilton Book Company,1968,,N,
"Row 4, Section 7",Napoleon's German Allies (2): Nassau and Oldenburg,Otto Von Pivka ,Osprey Publishing,1976,,N,
"Row 4, Section 7",Brunswick Troops 1809-1815,Otto Von Pivka ,Osprey Publishing,1985,,N,
"Row 4, Section 7",Napoleon's German Allies (1): Westfalia and Kleve-berg,Otto Von Pivka ,Osprey Publishing,1975,Revised,N,
"Row 4, Section 7",The French Revolution,Albert Mathiez,Russell and Russell Inc.,1962,,N,
"Row 4, Section 7",Bernadotte and the Fall of Napoleon,Franklin D. Scott,Harvard University Press,1935,,N,
"Row 4, Section 7",Love in Five Temperaments,J. Christopher Herold,Hamish Hamilton,1961,,N,
"Row 4, Section 7",Apontamentos Para a Historia Do Servico de Saude Militar,Nicolau de Bettencourt,L. C. G. G.,1961,,N,
"Row 4, Section 7",Segundo Centenario do Nascimento do Duque de Wellington,Instituto Britanico em Portugal,N/A,1969,,N,
"Row 4, Section 7","Memoirs of the Private Life of Marie Antoinette, Vol. I",Jeanne Louise Henriette Campan,Tudor Publishing Co.,1934,,N,
"Row 4, Section 7",Talleyrand: A Biography,J. F. Bernard,G. P. Putnam's Sons,1973,,N,
"Row 4, Section 7",Memoirs of a Napoleonic Officer,Jean-Baptiste Barres and Maurice Barres,"George Allen and Unwin, Ltd.",1925,,N,
"Row 4, Section 7",Memoirs of the Marquise de Custine,Gaston Maugras and P. de Croze,William Heinemann,1912,,N,
"Row 4, Section 7",The Hundred Days: Napoleon's Last Campaign from Eyewitness Accounts,Antony Brett-James,St. Martin's Press,1964,,N,
"Row 4, Section 7",Napoleonic Studies ,J. Holland Rose,George Bell and Sons,1904,,N,
"Row 4, Section 7",Napoleon and His Parents: On the Threshold of History,Dorothy Carrington,Dutton Press,1988,,N,
"Row 4, Section 7",Memoires D'Outre-Tombe,Chateaubriand and Marc Boulouiseau,Editions Alpina,1965,,N,
"Row 4, Section 7",The Armies of Wellington,Philip J. Haythornwaite,Arms and Armour Press,1996,,N,
"Row 4, Section 7",Souvenirs de la Famille Imperiale de Napoleon Ier a Napoleon III,Chateau de Bois-Preau,Ministere d'Etat Affaires Culturelles,1968,,N,
"Row 4, Section 7",The French Revolution: Conflict or Continuity?,Steven T. Ross,"Holt, Rinehart and Winston",1971,,N,
"Row 4, Section 7",The French Imperial Army,Richard K. Riehn,"I/R Miniatures, Inc.",1968,Fifth,N,
"Row 4, Section 7",Le Marechal Lannes,Charles Lannes,Maison Alfred Mame,?,,N,
"Row 4, Section 7","LIberty, Equality, and Fraternity: Exploring the French Revolution",Jack R. Censer and Lynn Hunt,Pennsylvania State University Press,2001,,N,Letter from publisher
"Row 4, Section 7",Jean-Jacques Rousseau and His World,Sir Gavin de Beer,G. P. Putnam's Sons,1972,,N,
"Row 4, Section 7",The Life and Death of Louis XVI,Saul K. Padover,Alvin Redman,1963,,N,Sleeve on backwards
"Row 4, Section 7",Wellington's Two Front War,Joshua Moon,University of Oklahoma Press,2011,,N,Signed
"Row 4, Section 7",Conscription in the Napoleonic Era: A Revolution in Military Affairs?,"Donald Stoker, Frederick Schneid, and Harold D. Blanton",Taylor and Francis Group,2009,,N,Signed
"Row 4, Section 7",Architects of Empire: The Duke of Wellington and His Brother,John Severn,University of Oklahoma Press,2007,,N,Signed
"Row 4, Section 7",The Thermidorians and the Directory: Two Phases of the French Revolution,Georges Lefebvre,Random House Publishing,1964,,N,
"Row 4, Section 7","Recollections of the Private Life of Napoleon, Vol. III",Constant,The Saalfield Publishing Co.,1911,,N,
"Row 4, Section 7","Recollections of the Private Life of Napoleon, Vol. I",Constant,The Saalfield Publishing Co.,1911,,N,
"Row 4, Section 7",Souvenirs des Guerres Napoleoniennes ,Jean Mistler and Helene Michaud,Hachette,1970,,N,
"Row 4, Section 7",In the Shadow of Nelson,Paul C. Krajeski,Greenwood Press,2000,,N,Signed and review
"Row 4, Section 7","Jerome Bonaparte: The War Years, 1800-1815",Glenn J. Lamar,Greenwood Press,2000,,N,
"Row 4, Section 7","Partisanship and the Birth of America's Second Party, 1796-1800",Matthew Q. Dawson,Greenwood Press,2000,,N,Signed and reviews
"Row 4, Section 7",Soult: Napoleon's Maligned Marshal,Sir Peter Hayman,Arms and Armour Press,1990,,N,
"Row 4, Section 7","The Burning of Moscow: Napoleon's Trial By Fire, 1812",Alexander Mikaberidze,Pen and Sword Military,2014,,N,
"Row 4, Section 7",Russian Eyewitness Accounts of the Campaign of 1812,Alexander Mikaberidze,Frontline Books,2012,,N,
"Row 4, Section 7",Nelson's Refuge: Gibraltar in the Age of Napoleon,Jason R. Musteen,Naval Institute Press,2011,,N,Signed and letter
"Row 4, Section 7",Russia Against Napoleon,Dominic Lieven ,Penguin Books,2010,,N,
"Row 4, Section 7",Dictionnaire de L'Empereur,Andre Palluel,Plon,1969,,N,
"Row 4, Section 7",Brother Solomon: Martyr of the French Revolution,W. J. Battersby,Burns and Oates,1960,,N,
"Row 4, Section 7","The French Revolution, Vol. I",Hippolyte Adolphe Taine,Peter Smith,1962,,N,
"Row 4, Section 7","Souvenirs D'Enfrance D'Une Fille de Joachim Murat, La Princesse Louise Murat Comtesse Rasponi 1805-1815",Jean-Baptiste Spaletti,Perrin et Cie,1929,,Y,
"Row 4, Section 7",Les Souffrances de l'Aiglon,Camille Cocuaud,Cocuaud et cie,1908,,Y,
"Row 4, Section 7","Josephine: Parures, Decors et Jardins",Chateau de Bois-Preau,Rueil-Malmaison,1969,,N,
"Row 4, Section 7",Portrait of De Sade,Walter Lenning,Herder and Herder,1971,,N,
"Row 4, Section 7",History of Napoleon Bonaparte,Henry W. De Puy,Hurst and Co.,1881,,N,
"Row 4, Section 7","The Taking of the Bastille: July 14th, 1789",Jacques Godechot,Charles Scribener's Sons,1970,,N,
"Row 4, Section 7",La Defense Du var et Le Passage des Alpes,Charles Auriol,Plon et Nourrit,1889,,N,
"Row 4, Section 7",Bonaparte: Peint par Lui-meme,Francois Duhourcau,Editions Spes,1937,,Y,
"Row 4, Section 7",L'Europe et la Fondation de L'Empire Francais,Albert Sorel,Plon et Nourrit,?,,N,
"Row 4, Section 7","A Casa Dos Fantasmas, Vol. I",Luiz Augusto Rebello da Silva,Empreza da Historia de Portugal,1908,,N,
"Row 4, Section 7",The Private Life of the Empress Josephine,Charles Kunstler,David McKay Company,1957,,N,
"Row 4, Section 7",Napoleon: A Short Biography,R. M. Johnston,A. S. Barnes and Co.,1904,,N,
"Row 4, Section 7",L'Hotel des Invalides,General Niox,Ch. Delgrave,?,,?,
"Row 4, Section 7",The Return of Napoleon,Henry Houssaye,"Longmans, Green, and Co.",1934,,N,Contains a library checkout slip
"Row 4, Section 7",The French Revolution and Napoleon  ,Leo Gershoy,Appleton-Century-Crofts,1933,,N,
"Row 4, Section 7",Six Summers in Paris: 1789-1794,John Fisher,Harper and Row,1966,,N,
"Row 4, Section 7",The Baton in the Knapsack,Laurence Currie,John Murray,1934,,N,
"Row 4, Section 7",So Great a Man,David Pilgrim,Harper and Brothers,1937,,N,
"Row 4, Section 7",Aspects of the French Revolution,Alfred Cobban,George Braziller,1966,,N,
"Row 4, Section 7","A Traveller's Guide to the Battlefields of Europe, Vol. I",David Chandler,Hugh Evelyn London,1965,,N,
"Row 4, Section 7","The French Revolution, Vol. II",Hippolyte Adolphe Taine,Peter Smith,1962,,N,
"Row 4, Section 7","The French Revolution, Vol. III",Hippolyte Adolphe Taine,Peter Smith,1962,,N,
"Row 4, Section 7",The Black Ship: Anatomy of a Mutiny,Dudley Pope,J. B. Lippincott Company,1964,,N,
"Row 4, Section 7",Austerlitz: The Story of a Battle,Claude Manceron,"George Allen and Unwin, Ltd.",1966,,N,
"Row 4, Section 7",The French Exiles 1789-1815,Margery Weiner,John Murray,1960,,N,
"Row 4, Section 7",Napoleon In Love,R. F. Delderfield,"Little, Brown and Co.",1959,,N,
"Row 4, Section 7",1815: Waterloo,Henry Houssaye,Franklin Hudson Publishing Co.,1905,,N,
"Row 4, Section 7",Joseph Bonaparte: Le Roi Philosophe,Bernard Nabonne,Hachette,1949,,Y,
"Row 4, Section 7",The Era of the French Revolution (1715-1815),Louis R. Gottschalk,Houghton Mifflin Company,1929,,N,
"Row 4, Section 7",Napoleon Speaks,Albert Carr,The Viking Press,1941,,N,
"Row 4, Section 7",Bonaparte et ses Soldats au Grand-Saint-Bernard,Lucien Lathion,Victor Attinger,2001,,N,
"Row 4, Section 7",Napoleon Banished: The Journeys to St. Helena in the Letters and Journals of Two British Naval Officers,Nelson Mills,Miniature Books,1955,,N,
"Row 4, Section 7",Bach on Records,George Marek,The Four Corners,1942,,N,
"Row 4, Section 7",The Leipzig Campaign 1813,F. N. Maude,"George Allen and Unwin, Ltd.",1908,,N,
"Row 4, Section 7",The Thermidorians  ,Georges Lefebvre,Vintage Books,1966,,N,
"Row 4, Section 7",Memoires D'Outre-Tombe,Francois Rene de Chateaubriand,Nelson,?,,N,
"Row 4, Section 7",Corunna,Christopher Hibbert,Pan Books Ltd.,1972,Second,N,
"Row 4, Section 7",The French Revolution: A Very Short Introduction,William Doyle,Oxford University Press,2001,,N,
"Row 4, Section 7",Napoleon: Humanitarian and Man of Peace,Emile Rene Gueguen,Vincendo Publishing,1993,,N,Signed and invoice
"Row 4, Section 7","Mouvement Populaire et Gouvernement Revolutionnaire en L'an II, 1793-1794",Albert Soboul,Flammarion,1973,,N,
"Row 4, Section 7",Napoleon's Letters,J. M. Thompson,J. M. Dent and Sons Ltd.,1954,,N,
"Row 4, Section 7",Napoleon's Book of Fate,Joe Bonomo,"Bonomo Culture Institute, Inc.",1975,,N,
"Row 4, Section 7",Waterloo,Erckmann-Chatrian,Cambridge University Press,1901,,N,
"Row 4, Section 7",Napoleon Intime,Arthur Levy,Nelson,?,,N,
"Row 4, Section 7","Napoleon Intime, Vol. II?",Arthur Levy,Nelson,?,,N,
"Row 4, Section 7",A Documentary Survey of Napoleonic France,Eric A. Arnold Jr.,University Press of America,1994,,N,Sealed envelope from publisher
"Row 4, Section 7","The Great Duke, Vol. I",W. H. Fitchett,"Smith, Elder and Co.",1911,,N,
"Row 4, Section 7",Regimental War Tales,A. F. Mockler-Ferryman,Slatter and Rose Ltd.,1942,,N,
"Row 4, Section 7","Wellington in the Peninsula, 1808-1814",Jac Weller,Modern Literary Editions Publishing Company,1962,,N,
"Row 4, Section 7",Lettres D'Amour a Josephine,Maximes et Pensees,Editions Nilsson,?,,N,
"Row 4, Section 7",De L'Empereur Napoleon,Maximes et Pensees,Librairie Militaire,1852,,N,
"Row 4, Section 7",Haydn: A Creative Life in Music,Karl Geiringer,Doubleday and Co.,1963,,N,
"Row 4, Section 7",Napoleon and His Empire,Geoffrey Bruun,D. Van Nostrand Company,1972,,N,
"Row 4, Section 7",Russian Title,?,?,1975,,N,Blue Spine
"Row 4, Section 7",Walks Through Napoleon and Josephine's Paris,Diana Reid Haig,The Little Bookworm,2004,,N,Signed and sealed envelope from author
"Row 4, Section 7",Napoleon's Marshals,David G. Chandler,Macmillan Publishing Company,1987,,N,
"Row 4, Section 7",The Great Gamble: Nelson at Copenhagen,Dudley Pope,Simon and Schuster,1972,,N,
"Row 4, Section 7","Charles Napier: Friend and Fighter, 1782-1853",Rosamond Lawrence ,John Murray,1952,,N,
"Row 4, Section 7",A Descendencia Portuguesa do General Napoleonico,Andoche Junot,I. P. H. ,1984,,N,
"Row 4, Section 7","The Queen of Naples and Lord Nelson, Vol. I",John Cordy Jeaffreson,"Hurst and Blackett, Ltd.",1889,,N,
"Row 4, Section 8",Ciudad Rodrigo: la Catedral & la Ciudad,Mateo Hernandez Vegas,Salmantina Commercial Printing,1982,Vol 2,N,
"Row 4, Section 8",The Life of a Regiment The History of the Gordon Highlanders,C. Greenhill Gardyne,Medici Society,1929,Vol 1,N,
"Row 4, Section 8",The Peninsular Journal of D'Urban,L.J. Rousseau,Longmans,1930,,N,
"Row 4, Section 8",Emma in Blue,Hamilton & Stewart,Wingate,1957,First Impression,N,
"Row 4, Section 8",The American Civil War The Emergence of Total Warfare,Doughty & Gruber,D.C. Health & Company,1996,,N,
"Row 4, Section 8",The Miltary Revolution,Parker,Cambridge,1988,,N,
"Row 4, Section 8",The Napoleonic Wars,Thomas Morris (edited by John Selby),Longmans,1967,,N,
"Row 4, Section 8",The Peninsular War,J.H. Anderson,Hugh Rees Ltd.,1906,,N,
"Row 4, Section 8",The Life of Emma Hamilton,O.A. Sherrard,Sidgwick & Jackson,1927,,N,
"Row 4, Section 8",Spanish Campaign of Sir John Moore,J.H. Anderson,Hugh Rees Ltd.,1905,,N,
"Row 4, Section 8",British Campaigns in the Peninsula ,C.W. Robinson,Mitchel & Co. Military,1871,,N,
"Row 4, Section 8",Before & After Waterloo Letters from Edward Stanley,Edward Stanley (edited by Adeane & Grenfel),T. Fisher Unwin,1907,,N,
"Row 4, Section 8",Napoleon's Army,Charles Parquin (edited by B.T. Jones),Archon Books,1969,,N,Postcard from managing editor inside
"Row 4, Section 8",The French Noblesse of the Eighteenth Century,Colquhoun Grant,E.P. Dutton & Co.,1904,,N,
"Row 4, Section 8",The Corsican A Diary of Napoleon's Life in his Own Words,Napoleon Bonaparte (Preface by R.M. Johnston),Houghton Mifflin Co,1910,First Edition,N,
"Row 4, Section 8",A Medical History of Napoleon Bonaparte,Benjamin S. Abeshouse,Eaton Laboratories,1964,,N,
"Row 4, Section 8",La Gendarmerie Franchaise in Spain & Portugal,Emm Martin,Imprimerie Librarie,1898,,Y,
